1	i am travelling from *STREET and	inform(from_street="*STREET")
1	i am travelling from *STREET and i want to get to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
1	i am trying to find a connection from *STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")
7	*NUMBER *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")
1	*NUMBER *AMPM in the *AMPM from *STREET to *STOP by *VEHICLE	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(time="*TIME")&inform(ampm="*AMPM")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")
1	*NUMBER *AMPM schedule by *VEHICLE	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	*NUMBER *AMPM schedule	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
1	*NUMBER *AMPM take the *VEHICLE	inform(time="*TIME")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")
1	*NUMBER *AMPM weather in *STREET	inform(to_street="*STREET")&inform(time="*TIME")&inform(ampm="*AMPM")&inform(task="weather")
1	*CITY and *NUMBER	inform(city="*CITY")
1	*NUMBER and the next connection and the forecast in *CITY	inform(in_city="*CITY")&inform(task="find_connection")&inform(task="weather")&inform(alternative="next")
1	ok and how many transfers will i need	ack()&request(num_transfers)
1	ok and i need to find out the connection in a *NUMBER an hour	inform(departure_time_rel="*DEPARTURE_TIME_REL")&inform(task="find_connection")&ack()
1	okay and what is the weather forecast and the time	inform(task="weather")&ack()
1	*STOP and	inform(stop="*STOP")
1	*STREET and head towards *STOP	inform(street="*STREET")&inform(stop="*STOP")
1	*STREET and *NUMBER second	inform(street="*STREET")
8	*STREET and *STREET	inform(street="*STREET")&inform(street="*STREET")
1	yes and how long will it take to get there	affirm()&request(duration)
1	what are the number of transfers	request(num_transfers)
1	what are the time requirements for the next connection from *STOP the east state *CITY	inform(from_stop="*STOP")&inform(from_city="*CITY")&inform(task="find_connection")&request(duration)&inform(alternative="next")
2	what are the time requirements	request(duration)
1	you are not helping me	negate()
1	south arkana forecast	null()
1	and arrive at the *STREET	inform(street="*STREET")
1	i'm asking for public transport and i want to go from *STREET to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
1	alternative at *NUMBER *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")
1	arrive at *STOP	inform(stop="*STOP")
1	i'm at *STOP i'm going to *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")
1	i'm at *STOP	inform(from_stop="*STOP")
1	option at a later time	inform(alternative="next")
1	schedule at *NUMBER in the *AMPM	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
1	street at *NUMBER o'clock *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")
3	port authority	null()
1	port authority to *STREET	inform(to_street="*STREET")
2	go back	null()
1	that'll be it	null()
1	to be like in *BOROUGH	inform(in_borough="*BOROUGH")
1	yes be at the *VEHICLE	inform(vehicle="*VEHICLE")&affirm()
1	and *BOROUGH	inform(borough="*BOROUGH")
1	from *BOROUGH	inform(from_borough="*BOROUGH")
1	in *BOROUGH *CITY	inform(in_borough="*BOROUGH")&inform(in_city="*CITY")
6	in *BOROUGH	inform(in_borough="*BOROUGH")
1	*STREET *BOROUGH i did not understand	inform(street="*STREET")&inform(borough="*BOROUGH")&notunderstood()&negate()&ack()
29	*STREET *BOROUGH	inform(street="*STREET")&inform(borough="*BOROUGH")
2	*STREET *BOROUGH to	inform(from_street="*STREET")&inform(from_borough="*BOROUGH")
1	*STREET *BOROUGH to *STREET and *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(to_street2="*STREET")&inform(from_borough="*BOROUGH")
1	*STREET *BOROUGH to *STREET how long is it	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")&request(distance)
12	*STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")
1	the *BOROUGH 	inform(borough="*BOROUGH")
1	to *BOROUGH	inform(to_borough="*BOROUGH")
1	yes *BOROUGH	inform(borough="*BOROUGH")&affirm()
1	how bout the next ride	inform(alternative="next")
1	state building	null()
1	connection by *VEHICLE	inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	travel by *VEHICLE	inform(vehicle="*VEHICLE")
9	good bye	bye()
2	bye	bye()
13	goodbye	bye()
1	and can you tell me what the weather is like in *CITY	inform(in_city="*CITY")&inform(task="weather")
1	ok can i go to *STOP	inform(to_stop="*STOP")&ack()
1	okay can i get another ride	reqalts()&ack()&inform(alternative="next")
1	okay can you repeat that	repeat()&ack()
1	um can i change from	null()
1	yes can i have a connection to from *STREET to ro	inform(from_street="*STREET")&inform(task="find_connection")&affirm()
1	yes can you make	affirm()
1	yes can you tell me the distance of the trip	affirm()&request(distance)
1	i can't understand you	ack()
1	i'm changing go to *STOP	inform(to_stop="*STOP")
1	-sas city *STATE	inform(state="*STATE")
1	*BOROUGH *CITY	inform(borough="*BOROUGH")&inform(city="*CITY")
1	*CITY *CITY	inform(city="*CITY")&inform(state="*STATE")
4	*CITY *CITY	inform(from_city="*CITY")&inform(to_city="*CITY")
2	from *CITY	inform(from_city="*CITY")
1	hello *CITY	inform(city="*CITY")&hello()
1	how *CITY i help you	inform(city="*CITY")&help()
1	i *CITY you get hit by a *VEHICLE	inform(city="*CITY")&inform(vehicle="*VEHICLE")
1	in *CITY	inform(in_city="*CITY")
1	in *CITY	inform(in_state="*STATE")
1	no *CITY is incorrect i want to go from the *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(city="*CITY")&negate()&inform(task="find_connection")
1	*NUMBER *CITY *NUMBER	inform(city="*CITY")
1	saint *CITY	inform(city="*CITY")
1	*STREET *CITY	inform(street="*STREET")&inform(city="*CITY")
1	to *CITY	inform(to_city="*CITY")
1	um *CITY	inform(city="*CITY")
1	world *CITY to delancey	inform(from_city="*CITY")
1	dialog code	null()
1	dialog code validation field	null()
1	dialogue code	null()
1	dialogue code validation	null()
1	validation code	null()
1	validation code please dialogue code	null()
1	your code is	null()
1	*CITY college	inform(city="*CITY")
1	a connection at *NUMBER *AMPM for *STREET	inform(street="*STREET")&inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
1	best connection at *NUMBER *AMPM	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
2	last connection	inform(task="find_connection")&inform(alternative="last")
1	lost connection from *STOP to *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(task="find_connection")
2	new connection	inform(task="find_connection")&restart()
8	next connection	inform(task="find_connection")&inform(alternative="next")
2	Testing connection to the update server..
3	*VEHICLE connection from *STOP to *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	*VEHICLE connection from *STREET *BOROUGH to *STREET and *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(to_street2="*STREET")&inform(from_borough="*BOROUGH")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	*VEHICLE connection	inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	what connection will i be in *NUMBER an hour	inform(departure_time_rel="*DEPARTURE_TIME_REL")&inform(task="find_connection")
1	yes connection in *NUMBER minutes	inform(departure_time_rel="*DEPARTURE_TIME_REL")&inform(task="find_connection")&affirm()
1	yes correct	affirm()&ack()
1	*CITY creek	inform(city="*CITY")
1	i'm departing from *STREET	inform(from_street="*STREET")
2	change destination to *STREET	inform(to_street="*STREET")
1	my destination is *STOP	inform(to_stop="*STOP")
1	my destination is *STREET c o r t l a n d t st-	inform(to_street="*STREET")
2	my destination is *STREET	inform(to_street="*STREET")
1	my destination stop is the *STREET	inform(to_street="*STREET")
1	same destination in the *AMPM at *NUMBER	inform(time="*TIME")&inform(ampm="*AMPM")
1	i did not say *CITY i said *STREET	inform(street="*STREET")&inform(city="*CITY")&negate()
1	duration distance of trip	request(distance)
1	the distance of the trip	request(distance)
1	how do i get from *STREET to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")
1	how do i go from *STOP to *STREET	inform(to_street="*STREET")&inform(from_stop="*STOP")
1	how do i go from *STREET to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")
1	where do you want to travel to	inform(task="find_connection")
1	long does it take	null()
12	when does it leave	request(departure_time="*DEPARTURE_TIME")
1	i'm done stop	null()
2	i don't care	null()
1	i don't know	null()
1	i don't want 	null()
1	dura duration of trip	null()
1	nothing else good bye	bye()
1	nothing else	null()
2	how far is it	request(distance)
1	how far is that	request(distance)
1	how far is the trip	request(distance)
1	how far what is the distance of this trip	request(distance)
1	how far will i be travelling	request(distance)
1	and find out connection	inform(task="find_connection")
1	that's fine	ack()
1	forecast for *DATE_REL in *CITY *CITY	inform(in_city="*CITY")&inform(to_city="*CITY")&inform(date_rel="*DATE_REL")
1	looking for a public transit route	null()
1	looking for *VEHICLE connection	inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	no for the third time	negate()
1	search for a ride	null()
1	search for a route	null()
1	search for a route *NUMBER *AMPM to *STREET	inform(to_street="*STREET")&inform(time="*TIME")&inform(ampm="*AMPM")
1	search for a transit schedule	inform(task="find_connection")
1	search for 	null()
1	search for transit schedule	inform(task="find_connection")
1	time for *STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(in_borough="*BOROUGH")
1	weather for that	inform(task="weather")
1	yes for the third time	affirm()
1	a forecast of the weather and time in *BOROUGH	inform(in_borough="*BOROUGH")&inform(task="weather")
1	weather forecast and time for *BOROUGH	inform(in_borough="*BOROUGH")&inform(task="weather")
1	weather forecast and time for	inform(task="weather")
1	weather forecast and time in *CITY *CITY	inform(in_city="*CITY")&inform(in_state="*STATE")&inform(task="weather")
2	weather forecast and time	inform(task="weather")
2	weather forecast for *CITY *CITY	inform(in_city="*CITY")&inform(state="*STATE")&inform(task="weather")
3	weather forecast for *CITY	inform(in_city="*CITY")&inform(task="weather")
1	weather forecast in *CITY *CITY	inform(in_city="*CITY")&inform(in_state="*STATE")&inform(task="weather")
9	weather forecast	inform(task="weather")
1	weekend forecast	null()
1	*CITY from the *STOP to	inform(from_stop="*STOP")&inform(to_city="*CITY")
1	connection from *STOP to *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(task="find_connection")
1	connection from *STREET *BOROUGH	inform(from_street="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")
2	connection from *STREET *BOROUGH to *STREET and *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(to_street2="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")
1	connection from *STREET *BOROUGH to *STREET and *STREET *NUMBER *AMPM	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(to_street2="*STREET")&inform(from_borough="*BOROUGH")&inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
4	connection from *STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")
1	connection from *STREET in *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")
1	connection from *STREET to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
1	depart from *STREET and head towards *STOP	confirm(from_street="*STREET")&confirm(from_stop="*STOP")
1	from from	null()
3	no from *STREET	inform(from_street="*STREET")&negate()
1	starting from *STOP	inform(from_stop="*STOP")
1	thanks g-	thankyou()
1	to go from *STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")
1	i'm going from *STOP to *STOP thank you goodbye 	inform(from_stop="*STOP")&inform(to_stop="*STOP")&bye()&thankyou()
1	i'm going from *STREET and heading to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")
2	i'm going to *STREET	inform(to_street="*STREET")
1	*STREET going to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")
1	*STREET going to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")
1	thanks goodbye	bye()&thankyou()
1	oh goodness	null()
1	what have i just said	null()
1	i'm headed to *STREET and *STREET	inform(to_street="*STREET")&inform(to_street2="*STREET")
2	i'm heading to *STOP	inform(to_stop="*STOP")&inform(task="find_connection")
1	hell- hello *CITY	inform(city="*CITY")&hello()
2	hello 	hello()
25	hello	hello()
3	hi	hello()
2	help	help()
1	about how long does it take	request(duration)
1	about how long is that going to take	request(duration)
1	about how long will that trip take	request(duration)
1	and how long will it take to get there	request(duration)
1	and how many transfers is there	request(num_transfers)
1	and how many transfers	request(num_transfers)
1	and how many transfers would that be	request(num_transfers)
1	how how long will it take	request(duration)
1	ok how long will that take and when is the next connection	inform(task="find_connection")&ack()&request(departure_time="*DEPARTURE_TIME")&request(duration)&inform(alternative="next")
1	ok how long would the trip be	ack()&request(duration)&request(distance)
1	yes how do i get from *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&affirm()
1	yes how long does it take	affirm()&request(duration)
1	yes how much time would that take	affirm()&request(duration)
1	yes how to start from *STREET to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()
1	and i am going to visit *STREET	inform(to_street="*STREET")
1	and i want to go to *STREET	inform(to_street="*STREET")&inform(task="find_connection")
1	and i want to know about the duration of the trip the distance of the trip and	request(duration)&request(distance)
1	and i will arrive what what time	request(arrival_time="*ARRIVAL_TIME")
1	and i would like to know the duration of the trip and find out the connections at *NUMBER *NUMBER *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")&request(duration)
1	but i wanna go by *VEHICLE	inform(vehicle="*VEHICLE")
1	but i want to go by *VEHICLE	inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	but i want to go to by by *VEHICLE	inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	can i change the destination to *STOP	inform(to_stop="*STOP")
1	can i find a connection	inform(task="find_connection")
2	can i get a connection at a later time	inform(task="find_connection")&inform(alternative="next")
2	can i get a connection from *STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")
1	can i get an alternate route	null()
1	can i get an alternative at *NUMBER in the *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")
1	can i get another schedule	inform(task="find_connection")&reqalts()
1	can i get a ride at *NUMBER *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")
1	can i get a ride at *NUMBER in the *AMPM and i want to go by *VEHICLE	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
1	can i get a schedule at *NUMBER *AMPM	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
1	can i get a *VEHICLE	inform(vehicle="*VEHICLE")
1	can i get information about a connection at *NUMBER *AMPM	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
1	can i get	null()
1	can i get the weather forecast and the time in *BOROUGH	inform(in_borough="*BOROUGH")&inform(task="weather")&request(current_time="*CURRENT_TIME")
1	can i get the weather forecast	inform(task="weather")
2	can i go by *VEHICLE	inform(vehicle="*VEHICLE")
1	can i go from *STOP from *STREET in *CITY	inform(from_street="*STREET")&inform(from_stop="*STOP")&inform(from_city="*CITY")
1	can i go from *STOP to *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")
1	can i go from *STOP to *STREET	inform(to_street="*STREET")&inform(from_stop="*STOP")
1	can i go to *STREET	inform(to_street="*STREET")
2	can i have a schedule	inform(task="find_connection")
1	can i how about if i leave at *NUMBER *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")
1	could i get a *VEHICLE route at *NUMBER in the *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")
1	could i get the duration	request(duration)
1	do i want to go to *CITY no	inform(to_city="*CITY")&negate()&inform(task="find_connection")
1	no i do not want to go to *CITY i want to go to *STOP	inform(to_stop="*STOP")&inform(to_city="*CITY")&negate()&inform(task="find_connection")
1	no i don't want *CITY	inform(city="*CITY")&negate()
1	no i	negate()
1	no i want a ride outside the *CITY	inform(city="*CITY")&negate()
1	no i want a *VEHICLE option	inform(vehicle="*VEHICLE")&negate()
1	no i want to arrive at *STOP	inform(to_stop="*STOP")&negate()
2	no i want to arrive at *STREET	inform(to_street="*STREET")&negate()
1	no i want to arrive at the *STREET	inform(to_street="*STREET")&negate()
3	no i want to depart from *STREET	confirm(from_street="*STREET")&negate()
1	no i want to go from *STREET	inform(from_street="*STREET")&negate()&inform(task="find_connection")
1	no i want to go from *STREET to	inform(from_street="*STREET")&negate()&inform(task="find_connection")
1	no i want to go from *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&negate()&inform(task="find_connection")
1	no i want to go from the *STREET	inform(from_street="*STREET")&negate()&inform(task="find_connection")
2	no i want to go to *STOP	inform(to_stop="*STOP")&negate()&inform(task="find_connection")
2	no i want to go to *STREET	inform(to_street="*STREET")&negate()&inform(task="find_connection")
1	no i would like my destination to be *STOP	inform(to_stop="*STOP")&negate()
1	no i would like to go to *STOP	inform(to_stop="*STOP")&negate()&inform(task="find_connection")
1	no i would like to go to *STREET	inform(to_street="*STREET")&negate()&inform(task="find_connection")
1	no i would like to travel to *STOP	inform(to_stop="*STOP")&negate()
1	ok i want to go to mcdonald's	ack()&inform(task="find_connection")
1	ok i want to go to *STREET	inform(to_street="*STREET")&ack()&inform(task="find_connection")
1	ok i would like to go to *STREET	inform(to_street="*STREET")&ack()&inform(task="find_connection")
1	so i want to find a connection from *STREET	inform(from_street="*STREET")&inform(task="find_connection")
1	sorry i couldn't hear you	null()
1	sorry i didn't catch you	null()
1	then i would like to get a *NUMBER o'clock travel to *STOP	inform(to_stop="*STOP")&inform(arrival_time="*ARRIVAL_TIME")&inform(task="find_connection")
1	then i would like to go to prince str-	inform(task="find_connection")
1	um i would like connection to	inform(task="find_connection")
1	um i would like	null()
1	when i reach my destination what will the time and weather be	inform(task="weather")
1	yeah i do want to depart from *STREET	confirm(from_street="*STREET")&affirm()
1	yeah i need to find a connection from *STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")&affirm()
1	yep i do	null()
1	yes i am leaving from *STREET and i would like to get to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&affirm()&inform(task="find_connection")
1	yes i am still here can we take the *VEHICLE 	inform(vehicle="*VEHICLE")&affirm()
1	yes i am travelling from *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&affirm()
2	yes i do	affirm()
1	yes i like to travel to *STREET	inform(to_street="*STREET")&affirm()
1	yes i need a connection a *VEHICLE connection from *STOP to *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(vehicle="*VEHICLE")&inform(task="find_connection")&affirm()
1	yes i need a ride from *STREET to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()
1	yes i need a *VEHICLE connection from *STOP to the *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(vehicle="*VEHICLE")&inform(task="find_connection")&affirm()
1	yes i need directions to *STREET	inform(to_street="*STREET")&inform(task="find_connection")&affirm()
1	yes i understand	affirm()&ack()
1	yes i want to depart from *STREET	confirm(from_street="*STREET")&affirm()
1	yes i want to depart from *STREET yes	confirm(from_street="*STREET")&affirm()
1	yes i want to find a connection from *STREET *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(from_borough="*BOROUGH")&inform(task="find_connection")&affirm()
1	yes i want to find a *VEHICLE connection from *STOP to the *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(vehicle="*VEHICLE")&inform(task="find_connection")&affirm()
1	yes i want to go from *STREET to *STREET on the *VEHICLE	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(vehicle="*VEHICLE")&affirm()&inform(task="find_connection")
1	yes i want to go to the *STREET and depart from *STREET	inform(to_street="*STREET")&confirm(from_street="*STREET")&affirm()&inform(task="find_connection")
1	yes i woul-	affirm()
2	yes i would like	affirm()
1	yes i would like a *VEHICLE connection from *STREET *BOROUGH to *STREET and *STREET at *NUMBER *AMPM	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(to_street2="*STREET")&inform(from_borough="*BOROUGH")&inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")&inform(task="find_connection")&affirm()
1	yes i would like to go from *STOP to gra-	inform(from_stop="*STOP")&affirm()&inform(task="find_connection")
2	yes i would like to go from *STREET to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()&inform(task="find_connection")
1	yes i would like to know when i could catch the next transportation from *STOP	inform(from_stop="*STOP")&affirm()&inform(alternative="next")
1	yes i would like to leave later at *NUMBER *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")&affirm()
1	yes i would like to leave *STREET and travel to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()
1	yes i would like to ride from *STREET to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()
1	yes i would like to take the *VEHICLE	inform(vehicle="*VEHICLE")&affirm()
1	yes i would like to travel from *STREET and go to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()
1	yes i would like to travel from *STREET to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()
1	yes i would like to travel from *STREET to *STREET 	inform(from_street="*STREET")&inform(to_street="*STREET")&affirm()
1	yes i would like to travel from *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&affirm()
1	and i'd like to know how	null()
1	okay i'd like to take the *VEHICLE	inform(vehicle="*VEHICLE")&ack()
1	yes i'd like details on a trip from *STREET to *STOP	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()
1	yes i'd like public transit from *STOP to *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&affirm()
1	yes i'd like to go from *STOP to *STOP	inform(from_stop="*STOP")&inform(to_stop="*STOP")&affirm()&inform(task="find_connection")
1	yes i'd like to travel from *STREET to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&affirm()
1	yes i'd like transportation	affirm()
1	alright if i go by *VEHICLE	inform(vehicle="*VEHICLE")
1	alright if	null()
1	what if i leave at *NUMBER *AMPM	inform(time="*TIME")&inform(ampm="*AMPM")
1	what if i want to go instead to *STOP	inform(to_stop="*STOP")&inform(task="find_connection")
1	what if my destination stop is *STOP	inform(to_stop="*STOP")&request(to_stop="*STOP")
1	and i'm going to *STREET	inform(to_street="*STREET")
1	dominic i'm looking for a connection	inform(task="find_connection")
28	hi i'm looking for a connection	inform(task="find_connection")&hello()
1	hi i'm looking for a *VEHICLE connection from *STOP to the *STOP please	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(vehicle="*VEHICLE")&inform(task="find_connection")&hello()
1	no i'm departing from *STREET and i'm going to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&negate()
1	yes i'm looking for a connection	inform(task="find_connection")&affirm()
1	yes i'm looking for transportation from *STREET to	inform(from_street="*STREET")&affirm()
2	connection in *NUMBER an hour	inform(departure_time_rel="*DEPARTURE_TIME_REL")&inform(task="find_connection")
1	connection in *NUMBER minutes	inform(departure_time_rel="*DEPARTURE_TIME_REL")&inform(task="find_connection")
1	depart in *NUMBER minutes	inform(time_rel="*TIME_REL")
1	forecast in *CITY *STATE	inform(in_city="*CITY")&inform(in_state="*STATE")
1	no in *CITY	inform(in_city="*CITY")&negate()
2	*STREET in *BOROUGH	inform(from_street="*STREET")&inform(in_borough="*BOROUGH")
1	*STREET in *BOROUGH to *STREET	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(in_borough="*BOROUGH")
1	time in *CITY *CITY	inform(in_city="*CITY")&inform(in_state="*STATE")
